Animale,Autorul anunțului,Balcon/ lojie,Compartimentare,Copii,Dezvoltator,Etaj,Fond locativ,Grup sanitar,Inălțimea tavanelor,Living,Loc de parcare,Număr de camere,Număr de etaje,Starea apartamentului,Suprafață bucătărie,Suprafață locativă,Suprafață totală,Tip clădire,price
,Dezvoltator imobiliar,,,,,2,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,22 m²,,29 900€
,Agenție,1,,,,9,Secundar,2,,,,Apartament cu 2 camere,9.0,Euroreparație,,,76 m²,,93 000€
,Persoană fizică,1,143,,,9,Secundar,1,270 cm,,Deschis,Apartament cu 1 cameră,10.0,Design individual,7 m²,37 m²,37 m²,Monolit,50 490€
,Agenție,1,,,,3,Construcţii noi,1,,,,Apartament cu 1 cameră,15.0,Variantă albă,,,54 m²,,90 000€
,Persoană fizică,1,,,Basconslux,13,Construcţii noi,1,270 cm,Apartament cu living,,Apartament cu 1 cameră,13.0,Euroreparație,,,61 m²,Monolit,103 500€
,Agenție,1,,,,5,Secundar,1,,,,Apartament cu 2 camere,5.0,Euroreparație,,,50 m²,,92 900€
,Persoană fizică,1,,,,2,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,5.0,Design individual,,,115 m²,Combinat,173 000€
,Agenție,,,,,8,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,10.0,Euroreparație,,95 m²,95 m²,,289 000€
,Agenție,1,Ms (serie  moldovenească),,,6,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Fără reparație,,,32 m²,,57 000€
,Agenție,2,Individuală,,Varicom,14,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,16.0,Euroreparație,,,81 m²,Beton celular,158 000€
,Dezvoltator imobiliar,,,,,4,Construcţii noi,,,,,Apartament cu 2 camere,7.0,,,,45 m²,,23 999€
,Agenție,,Individuală,,,11,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 1 cameră,14.0,Variantă albă,,,77 m²,,142 450€
,Agenție,Nu,Individuală,,Exfactor-grup,8,Construcţii noi,1,275 cm,Apartament cu living,,Apartament cu 1 cameră,10.0,Euroreparație,,48 m²,48 m²,Cotileț,124 500€
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,4,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,36 m²,,48 000€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 2 camere,5.0,,,,55 m²,,50 900€
,Persoană fizică,2,,,,9,Secundar,1,,Apartament cu living,,Apartament cu 3 camere,9.0,Euroreparație,,,67 m²,,104 900€
,Agenție,1,,,,6,Secundar,2,,,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,75 m²,,129 500€
,Agenție,,,,,2,Construcţii noi,,,,,Apartament cu 2 camere,10.0,,,,74 m²,,195 000€
,Agenție,1,,,Exfactor-grup,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,9.0,Variantă albă,,,79 m²,Cărămidă,135 000€
,Agenție,1,,,,9,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,14.0,Euroreparație,,,43 m²,,105 900€
,Agenție,,,,,3,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 2 camere,14.0,Euroreparație,0 m²,0 m²,68 m²,,185 900€
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,8.0,Variantă albă,,,87 m²,Beton,80 910€
,Agenție,1,Individuală,,Eldorado Terra,7,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,17.0,Euroreparație,,,85 m²,Cărămidă,254 000€
,Persoană fizică,1,Individuală,,,4,Secundar,1,,,Deschis,Apartament cu 3 camere,5.0,Reparație cosmetică,,,54 m²,Cotileț,13 000€
,Agenție,1,,,,6,Secundar,2,,,,Apartament cu 3 camere,9.0,Euroreparație,,,72 m²,,126 000€
,Agenție,Nu,,,,1,Secundar,1,,,Deschis,O cameră,5.0,Euroreparație,,,18 m²,Cotileț,22 500€
,Agenție,1,,,,8,Secundar,1,,,,Apartament cu 2 camere,9.0,Euroreparație,,,56 m²,,95 000€
Se acceptă animale,Persoană fizică,2,Individuală,Se acceptă copii,,3,Secundar,,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,50 m²,,129 900€
,Agenție,1,Individuală,,,8,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,46 m²,,93 000€
,Agenție,1,,,,7,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10.0,Variantă albă,,,55 m²,,52 250€
,Agenție,1,,,,7,Construcţii noi,1,,,,Apartament cu 1 cameră,10.0,Euroreparație,,,40 m²,,85 900€
,Agenție,,,,,16,Construcţii noi,1,,,,Apartament cu 2 camere,16.0,Euroreparație,,,40 m²,,72 900€
,Agenție,1,102,,,5,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,5.0,Reparație cosmetică,,,35 m²,Cotileț,43 000€
,Agenție,,,,,8,Construcţii noi,3,,,,Apartament cu 4 camere,8.0,,,,184 m²,,790 000€
,Agenție,,,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,49 m²,,93 000€
,Agenție,,,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,75 m²,,215 000€
,Dezvoltator imobiliar,1,Individuală,,SV Grup,4,Construcţii noi,1,0 cm,,Deschis,Apartament cu 2 camere,8.0,Variantă albă,15 m²,37 m²,66 m²,Monolit,61 180€
,Agenție,,,,,5,Secundar,,,Apartament cu living,Deschis,Apartament cu 1 cameră,6.0,Euroreparație,,,40 m²,,79 900€
,Agenție,2,,,,1,Construcţii noi,3,,Apartament cu living,Subterană,Apartament cu 4 camere,12.0,Euroreparație,,,170 m²,Cărămidă,265 000€
,Agenție,,,,Exfactor-grup,7,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,14.0,Euroreparație,,,91 m²,,245 000€
,Persoană fizică,,,,,1,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,7.0,Euroreparație,,,40 m²,,78 000€
,Agenție,,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,5.0,,,,50 m²,,41 000€
,Agenție,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,15.0,Variantă albă,,,49 m²,,68 600€
Se acceptă animale,Agenție,2,,Se acceptă copii,,8,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,8.0,Euroreparație,,,112 m²,,170 000€
,Agenție,2,,,,2,Secundar,2,,,,Apartament cu 2 camere,9.0,Euroreparație,,,51 m²,Monolit,125 000€
,Persoană fizică,,,,Dansicons,9,Construcţii noi,,275 cm,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,95 m²,,219 000€
,Agenție,1,Individuală,,Solomon Construct Imobil,10,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,11.0,Variantă albă,,,85 m²,Monolit,123 400€
,Agenție,1,,,Exfactor-grup,7,Construcţii noi,2,280 cm,Apartament cu living,Deschis,Apartament cu 2 camere,11.0,Variantă albă,,,67 m²,Cărămidă,125 000€
,Agenție,1,,,AlimConstruct Grup,6,Secundar,,,,,Apartament cu 3 camere,10.0,Euroreparație,,,75 m²,,129 500€
,Agenție,,,,,5,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,,67 900€
,Agenție,1,143,,,6,Secundar,2,,,Deschis,Apartament cu 2 camere,13.0,Euroreparație,,,51 m²,,100 000€
,Agenție,2,143,,,8,Secundar,2,,Apartament cu living,Deschis,Apartament cu 3 camere,9.0,Reparație cosmetică,,,75 m²,,114 500€
,Agenție,1,Individuală,,,9,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,76 m²,,160 000€
,Agenție,1,,,,3,Secundar,1,260 cm,,Deschis,Apartament cu 1 cameră,5.0,,9 m²,18 m²,38 m²,,31 800€
,Persoană fizică,,,,,1,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,6.0,Variantă albă,,,62 m²,,79 900€
Fără animale,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 3 camere,9.0,,,,70 m²,,550€
,Persoană fizică,,,,,12,Secundar,,,,,Apartament cu 2 camere,17.0,,,,48 m²,,73 500€
,Agenție,,,,,4,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10.0,,,,52 m²,,113 500€
,Agenție,,,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,20 m²,,32 900€
,Dezvoltator imobiliar,1,,,Basconslux,5,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,9.0,Euroreparație,,,64 m²,,146 900€
,Dezvoltator imobiliar,,,,,15,Construcţii noi,,,,,Apartament cu 2 camere,16.0,,,,64 m²,,108 885€
,Agenție,,,,,3,Secundar,2,,,Deschis,Apartament cu 4 camere,9.0,Are nevoie de reparație,,,84 m²,,130 900€
,Persoană fizică,,,,,1,Secundar,,,,,O cameră,5.0,Reparație cosmetică,,,20 m²,,20 000€
,Agenție,,,,,5,Secundar,,,Apartament cu living,,Apartament cu 2 camere,5.0,,,,45 m²,,92 900€
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 2 camere,2.0,,,,1 m²,,39 000€
,Agenție,1,,,Inamstro,5,Construcţii noi,1,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,0 m²,0 m²,74 m²,,175 000€
,Persoană fizică,1,,,,4,Construcţii noi,1,270 cm,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Variantă albă,8 m²,70 m²,70 m²,Cotileț,51 000€
Se acceptă animale,Agenție,1,,Se acceptă copii,,12,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,50 m²,,147 900€
,Dezvoltator imobiliar,,,,,5,Construcţii noi,2,,,,Apartament cu 2 camere,9.0,Variantă albă,,,70 m²,,73 500€
,Agenție,1,Individuală,,,14,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,15.0,Variantă albă,,,48 m²,Cărămidă,56 000€
,Dezvoltator imobiliar,,,,,7,Construcţii noi,,,,,Apartament cu 3 camere,9.0,,,,90 m²,,153 510€
,Agenție,,,,,3,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,50 m²,,120 000€
,Agenție,1,,,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,8.0,Variantă albă,,,47 m²,,54 100€
,Agenție,1,,,Delmar,7,Construcţii noi,1,,,,Apartament cu 2 camere,12.0,Euroreparație,,,65 m²,,139 900€
,Agenție,1,,,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,82 m²,,160 000€
,Agenție,1,,,,3,Secundar,1,,Apartament cu living,,Apartament cu 2 camere,5.0,Euroreparație,,,60 m²,,99 900€
,Agenție,1,Individuală,,,5,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,11.0,Euroreparație,,,58 m²,Combinat,162 000€
,Agenție,Nu,,,,5,Secundar,1,,Apartament fără living,Deschis,O cameră,5.0,Euroreparație,,,21 m²,,33 900€
,Agenție,,,,,5,Construcţii noi,1,,,,Apartament cu 1 cameră,10.0,,,,36 m²,,95 000€
,Agenție,,,,,3,Secundar,,,,,Apartament cu 2 camere,3.0,,,,48 m²,,83 000€
,Agenție,,143,,,6,Secundar,,0 cm,,,Apartament cu 3 camere,9.0,Euroreparație,0 m²,0 m²,60 m²,Monolit,115 900€
,Persoană fizică,1,,,David's Capital,9,Construcţii noi,1,2800 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,12.0,Variantă albă,19 m²,50 m²,50 m²,Cărămidă,85 000€
,Agenție,2,,,,4,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,9.0,Euroreparație,0 m²,0 m²,115 m²,Combinat,205 000€
,Agenție,2,,,Lagmar Impex,2,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,12.0,,,,68 m²,,85 000€
,Dezvoltator imobiliar,,,,,7,Secundar,,0 cm,Apartament cu living,,Apartament cu 1 cameră,9.0,,0 m²,0 m²,35 m²,,79 900€
,Dezvoltator imobiliar,2,Hruşciovka,,,5,Secundar,1,255 cm,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Reparație cosmetică,8 m²,60 m²,60 m²,Panou,75 000€
,Agenție,1,Ms (serie  moldovenească),,,6,Secundar,2,,,,Apartament cu 2 camere,9.0,Euroreparație,,,50 m²,Monolit,115 900€
,Agenție,1,Individuală,,,2,Construcţii noi,2,,,,Apartament cu 3 camere,2.0,Variantă albă,,,125 m²,Cotileț,100 000€
,Agenție,,,,,3,Construcţii noi,,,,,Apartament cu 3 camere,7.0,,,,81 m²,,100 440€
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,2,275 cm,,Subterană,Apartament cu 3 camere,9.0,Variantă albă,,,85 m²,Cărămidă,117 300€
,Agenție,1,,,,10,Construcţii noi,1,,,,Apartament cu 1 cameră,11.0,Euroreparație,,,35 m²,,97 900€
,Agenție,,,,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,3.0,Variantă albă,,,130 m²,,202 800€
,Agenție,Nu,,,,1,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,,6 m²,26 m²,41 m²,Cotileț,20 000€
Se acceptă animale,Agenție,1,,Se acceptă copii,,6,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 1 cameră,7.0,Euroreparație,,,85 m²,,335 000€
,Agenție,,,,,1,Construcţii noi,,,,,Apartament cu 1 cameră,9.0,,,,34 m²,,65 000€
,Agenție,1,Individuală,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,3.0,Variantă albă,,46 m²,47 m²,Cărămidă,66 960€
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,1,,,Subterană,Apartament cu 1 cameră,9.0,,,,44 m²,,46 200€
,Agenție,,,,,7,Construcţii noi,,,,,Apartament cu 2 camere,8.0,,,,78 m²,,159 900€
,Agenție,1,,,NG Invest,6,Construcţii noi,3,0 cm,Apartament cu living,Deschis,Apartament cu 3 camere,7.0,Euroreparație,0 m²,113 m²,113 m²,,340 000€
,Dezvoltator imobiliar,1,,,,3,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,33 m²,Cotileț,73 900€
,Agenție,,,,,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,90 m²,,248 000€
,Persoană fizică,,,,,3,Secundar,,,Apartament cu living,,Apartament cu 3 camere,9.0,,,,70 m²,,84 000€
,Dezvoltator imobiliar,,,,,1,Secundar,,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Reparație cosmetică,,,58 m²,,92 989€
,Agenție,,,,,13,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,13.0,Variantă albă,,,86 m²,,220 000€
,Agenție,Nu,St (Stalinka),,,1,Secundar,1,260 cm,,,Apartament cu 2 camere,2.0,Euroreparație,,,47 m²,Cotileț,101 000€
,Dezvoltator imobiliar,,,,,8,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,40 m²,,67 500€
,Agenție,,,,Braus Imobiliare,1,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,22.0,Variantă albă,,,97 m²,Beton,135 000€
,Agenție,1,,,,6,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,35 m²,,79 900€
,Agenție,1,Individuală,,,9,Construcţii noi,1,,,Subterană,Apartament cu 2 camere,14.0,Euroreparație,,,70 m²,,184 900€
,Agenție,,,,,5,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,,,,73 m²,,81 984€
,Agenție,,,,,5,Secundar,1,,,,O cameră,5.0,Euroreparație,,,22 m²,,33 900€
,Persoană fizică,1,Individuală,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Design individual,,,32 m²,Cotileț,57 000€
,Agenție,1,,,,7,Construcţii noi,2,,,,Apartament cu 3 camere,15.0,Euroreparație,,,90 m²,,244 900€
,Agenție,,Individuală,,,3,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,9.0,,,,40 m²,,71 900€
,Persoană fizică,1,Hruşciovka,,,3,Secundar,1,0 cm,,,Apartament cu 1 cameră,4.0,Reparație cosmetică,0 m²,31 m²,31 m²,,60 000€
,Agenție,1,,,,9,Secundar,,,,,Apartament cu 2 camere,7.0,Fără reparație,,,50 m²,,75 000€
Cu acordul stăpânului,Agenție,1,Individuală,Cu acordul stăpânului,,9,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,89 m²,,209 000€
,Agenție,1,,,,1,Secundar,2,,Apartament cu living,Sub acoperiș,Apartament cu 4 camere,5.0,Euroreparație,,,781 m²,,147 000€
,Agenție,,,,,10,Construcţii noi,,,,,Apartament cu 3 camere,14.0,Euroreparație,,,70 m²,,160 000€
,Agenție,1,,,,9,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,10.0,Variantă albă,,107 m²,107 m²,,107 900€
,Dezvoltator imobiliar,2,,,Lagmar Impex,1,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,10.0,Variantă albă,,,88 m²,,97 347€
,Persoană fizică,1,143,,,3,Secundar,1,0 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,4.0,Euroreparație,13 m²,29 m²,42 m²,Cotileț,45 000€
,Agenție,,,,,4,Secundar,1,0 cm,Apartament fără living,,Apartament cu 2 camere,5.0,,0 m²,0 m²,44 m²,,89 900€
,Agenție,3,,,,14,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,14.0,Euroreparație,,,84 m²,,278 000€
,Persoană fizică,,,,Exfactor-grup,4,Construcţii noi,,,,,Apartament cu 1 cameră,12.0,Variantă albă,,,50 m²,Cărămidă,98 000€
,Agenție,1,,,,3,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,7.0,Euroreparație,,,75 m²,Cotileț,85 000€
,Persoană fizică,1,,,,3,Construcţii noi,,,,,Apartament cu 2 camere,9.0,,,,80 m²,,121 000€
,Dezvoltator imobiliar,,,,Lagmar Impex,4,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,14.0,Variantă albă,,,46 m²,,65 945€
,Persoană fizică,,,,,5,Secundar,,,,,O cameră,9.0,Reparație cosmetică,,,21 m²,,22 500€
,Agenție,1,,,,2,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,Euroreparație,,,66 m²,,152 000€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 1 cameră,5.0,Euroreparație,,,32 m²,Cotileț,77 000€
,Agenție,,,,,4,Secundar,,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,34 m²,,37 500€
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,5.0,,,,63 m²,,114 900€
,Agenție,,,,,5,Secundar,,0 cm,,,O cameră,6.0,Euroreparație,0 m²,0 m²,24 m²,,38 900€
,Persoană fizică,,,,,10,Secundar,,,Apartament cu living,,Apartament cu 2 camere,10.0,,,,86 m²,,195 000€
,Dezvoltator imobiliar,2,,,,9,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,9.0,,,,104 m²,,160 900€
,Agenție,,Ms (serie  moldovenească),,,3,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,60 m²,,113 000€
,Agenție,1,,,,9,Construcţii noi,1,0 cm,,Deschis,Apartament cu 2 camere,10.0,,0 m²,0 m²,48 m²,,63 000€
,Agenție,1,,,,10,Secundar,2,,Apartament cu living,,Apartament cu 2 camere,11.0,Euroreparație,,,55 m²,,100 000€
,Dezvoltator imobiliar,,,,Braus Imobiliare,6,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10.0,,,,47 m²,,72 800€
,Agenție,1,Individuală,,,2,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,48 m²,Cărămidă,64 900€
,Dezvoltator imobiliar,Nu,,,,3,Construcţii noi,1,0 cm,,Garaj,Apartament cu 2 camere,4.0,Variantă albă,0 m²,0 m²,61 m²,Monolit,97 600€
,Agenție,,,,Inamstro,4,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,0 m²,0 m²,72 m²,Cărămidă,199 000€
,Agenție,2,Individuală,,Gonvaro-Con,4,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,9.0,Variantă albă,,,80 m²,Cotileț,134 000€
,Agenție,1,,,,10,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,13.0,Variantă albă,,,67 m²,,121 000€
,Agenție,1,,,,8,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,53 m²,,107 000€
,Agenție,Nu,Individuală,,,1,Secundar,2,,,Deschis,Apartament cu 3 camere,5.0,Fără reparație,,,75 m²,,73 500€
,Dezvoltator imobiliar,1,Individuală,,,1,Construcţii noi,1,0 cm,,Deschis,Apartament cu 2 camere,10.0,Variantă albă,0 m²,0 m²,76 m²,Cotileț,76 000€
,Agenție,1,Individuală,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,4.0,Euroreparație,,,67 m²,,126 900€
,Agenție,,,,,14,Construcţii noi,,0 cm,,,Apartament cu 2 camere,15.0,,0 m²,0 m²,63 m²,,91 400€
,Agenție,1,,,,9,Construcţii noi,1,,,,Apartament cu 1 cameră,12.0,Variantă albă,,,45 m²,,65 970€
,Agenție,,,,,4,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,5.0,Variantă albă,,,81 m²,Monolit,100 232€
Se acceptă animale,Agenție,1,,Se acceptă copii,,5,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,58 m²,,159 900€
,Dezvoltator imobiliar,1,Individuală,,,2,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,15.0,Variantă albă,,,80 m²,,124 000€
,Agenție,,,,,3,Secundar,2,2700 cm,,Deschis,Apartament cu 4 camere,4.0,Variantă albă,0 m²,0 m²,149 m²,Cotileț,240 000€
,Persoană fizică,1,Individuală,,,3,Secundar,2,270 cm,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,48 m²,Panou,70 000€
,Agenție,1,Individuală,,,2,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,13.0,Variantă albă,,,64 m²,,96 000€
,Dezvoltator imobiliar,2,,,,5,Secundar,,,,,Apartament cu 4 camere,9.0,,,,78 m²,,135 000€
,Agenție,,,,,8,Secundar,,,,,Apartament cu 2 camere,9.0,,,,56 m²,,95 000€
,Agenție,1,Individuală,,,15,Secundar,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,16.0,Variantă albă,,,48 m²,,71 900€
,Dezvoltator imobiliar,1,Individuală,,,4,Construcţii noi,1,280 cm,,Subterană,Apartament cu 1 cameră,6.0,Variantă albă,,,43 m²,Combinat,38 430€
,Agenție,1,Individuală,,,2,Secundar,,,,,Apartament cu 3 camere,5.0,Reparație cosmetică,,,110 m²,Cotileț,189 900€
,Agenție,,Individuală,,,5,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,10.0,Variantă albă,,,134 m²,,300 000€
,Agenție,1,,,Lagmar Impex,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Variantă albă,,,51 m²,,81 500€
,Dezvoltator imobiliar,3,Individuală,,,2,Construcţii noi,1,270 cm,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Variantă albă,18 m²,80 m²,98 m²,Panou,99 888€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 2 camere,1.0,,,,62 m²,,67 500€
,Agenție,1,,,,5,Secundar,2,0 cm,,,Apartament cu 1 cameră,9.0,Euroreparație,0 m²,0 m²,47 m²,,79 000€
,Agenție,2,,,,9,Construcţii noi,2,,,Subterană,Apartament cu 2 camere,10.0,Euroreparație,,,102 m²,,189 900€
Se acceptă animale,Agenție,Nu,,Se acceptă copii,,5,Secundar,1,,Apartament fără living,Deschis,Apartament cu 2 camere,6.0,Euroreparație,,,51 m²,,95 000€
,Dezvoltator imobiliar,,,,,3,Construcţii noi,,0 cm,,,Apartament cu 2 camere,6.0,,0 m²,0 m²,47 m²,,115 000€
,Agenție,,,,,1,Construcţii noi,2,,,,Apartament cu 1 cameră,10.0,Reparație cosmetică,,53 m²,53 m²,,100 000€
,Agenție,1,,,,1,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,6.0,Euroreparație,,,95 m²,,280 000€
